source	rate_label	rate_per_generation	Ne	scenario	locus	n_typed	age_bound_Ma	p_all_I	p_all_II	p_sample_mixed	p_all_I_given_TypeI_detected
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	19p12e	489	23.47	0.9999038259267966	4.99380256603609e-07	9.56746929467886e-05	0.9999043252592751
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	1p31.1b	67	2.0	0.25374259874101474	0.023625343600308893	0.7226320576586764	0.25988240997228634
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	1q22	348	2.0	0.2475251335566101	0.005992969146020925	0.746481897297369	0.24901748767707846
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	1q23.3	350	14.14	0.9951628595774034	3.326503840557068e-05	0.004803875384191071	0.9951959648093939
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	21q21.1	181	6.27	0.868451789528385	0.0015749757555308548	0.12997323471608416	0.8698217376768598
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	22q11.21	217	3.34	0.552672109441868	0.004696112209214533	0.44263177834891754	0.5552797655282952
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	3p25.3	381	21.96	0.999818750627439	1.1606712877034758e-06	0.00018008870127332854	0.9998199110897027
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	3q12.3	371	9.98	0.972238264554342	0.00018179630459475636	0.027579939141063207	0.9724150460162402
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	3q13.2	347	2.0	0.24752942941908876	0.006007422559894245	0.746463148021017	0.24902543040770742
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	3q27.2	369	2.0	0.2474402923892403	0.005706093445792758	0.746853614164967	0.24886031258781557
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	4q32.3	364	16.73	0.9983699416415848	1.0846541318848003e-05	0.0016192118170963838	0.9983807706198653
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	5p12	504	24.24	0.9999303967786336	3.523536007891726e-07	6.925086776560967e-05	0.9999307491078335
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	individual_older_upper_bounds	5q33.3	481	2.0	0.2471128039228779	0.004570027122807741	0.7483171689543143	0.24824730082079274
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	10p12.1	427	5.82	0.8406773621751181	0.0009276754705915285	0.15839496235429035	0.8414579620860794
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	11q23.3	523	48.36	0.9999999972261807	1.3612135906627688e-11	2.760207149466608e-09	0.9999999972397928
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	12q13.2	237	2.0	0.24822286857458675	0.008263893113609108	0.7435132383118042	0.25029124870112457
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	19p12e	489	46.94	0.9999999949644754	2.614670351133091e-11	5.009377849376363e-09	0.9999999949906222
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	1p31.1b	67	2.0	0.25374259874101474	0.023625343600308893	0.7226320576586764	0.25988240997228634
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	1q22	348	2.0	0.2475251335566101	0.005992969146020925	0.746481897297369	0.24901748767707846
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	1q23.3	350	28.28	0.9999872532159939	8.765969570383141e-08	1.2659124310386363e-05	0.99998734087458
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	21q21.1	181	12.54	0.9905492822936682	0.00011311210358229935	0.009337605602749469	0.9906613380815563
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	22q11.21	217	6.68	0.8891706471601627	0.001139140261518364	0.10969021257831894	0.890184692383444
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	3p25.3	381	43.92	0.9999999821066536	1.1458410467492745e-10	1.77787622554789e-08	0.9999999822212378
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	3q12.3	371	19.96	0.9995801848321103	2.7491333972984914e-06	0.0004170660344923937	0.9995829328189343
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	3q13.2	347	2.0	0.24752942941908876	0.006007422559894245	0.746463148021017	0.24902543040770742
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	3q27.2	369	2.0	0.2474402923892403	0.005706093445792758	0.746853614164967	0.24886031258781557
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	4q32.3	364	33.46	0.9999985525967389	9.631139390834533e-09	1.4377721217436265e-06	0.9999985622278644
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	5p12	504	48.48	0.9999999973626722	1.335098944801993e-11	2.623976811143984e-09	0.9999999973760232
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	double_older_upper_bounds	5q33.3	481	2.0	0.2471128039228779	0.004570027122807741	0.7483171689543143	0.24824730082079274
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	older_loci_unlimited_time	12q13.2	237	2.0	0.24822286857458675	0.008263893113609108	0.7435132383118042	0.25029124870112457
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	older_loci_unlimited_time	1p31.1b	67	2.0	0.25374259874101474	0.023625343600308893	0.7226320576586764	0.25988240997228634
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	older_loci_unlimited_time	1q22	348	2.0	0.2475251335566101	0.005992969146020925	0.746481897297369	0.24901748767707846
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	older_loci_unlimited_time	3q13.2	347	2.0	0.24752942941908876	0.006007422559894245	0.746463148021017	0.24902543040770742
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	older_loci_unlimited_time	3q27.2	369	2.0	0.2474402923892403	0.005706093445792758	0.746853614164967	0.24886031258781557
Dumont_Eichler_2013	high_across_families	1.05e-05	20000	older_loci_unlimited_time	5q33.3	481	2.0	0.2471128039228779	0.004570027122807741	0.7483171689543143	0.24824730082079274
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	10p12.1	427	2.91	0.003454202331911211	0.9561442906699704	0.0404015069981184	0.07876288822322149
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	11q23.3	523	24.18	0.06854614640513335	0.8916117787872325	0.03984207480763413	0.6324132423077262
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	12q13.2	237	2.0	0.001309237127850213	0.9632952424312351	0.03539552044091465	0.03566941221168426
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	19p12e	489	23.47	0.06642827166463039	0.8940239690638717	0.039547759271497895	0.6268235475309194
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	1p31.1b	67	2.0	0.0013513654954464532	0.9710549961345936	0.027593638369959983	0.04668734893697958
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	1q22	348	2.0	0.0013039783261246112	0.9609374686665701	0.03775855300730524	0.033381818372038324
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	1q23.3	350	14.14	0.03814030404147679	0.9230896205790846	0.03877007537943855	0.49590581048550547
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	21q21.1	181	6.27	0.013643359362562143	0.9506441219683289	0.03571251866910896	0.2764282575179265
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	22q11.21	217	3.34	0.004658894720567	0.9587923093109731	0.036548795968459835	0.11305886456305624
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	3p25.3	381	21.96	0.06190981711586525	0.8997886697816935	0.03830151310244123	0.6177925887322031
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	3q12.3	371	9.98	0.025249823541948845	0.9351120379771659	0.039638138480885265	0.3891295512265191
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	3q13.2	347	2.0	0.0013040106585561321	0.9609551199480364	0.037740869393407483	0.03339773759890324
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	3q27.2	369	2.0	0.0013033398914587524	0.9605781047734488	0.03811855533509245	0.033061319958583225
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	4q32.3	364	16.73	0.04607857607800867	0.9152412225417914	0.0386802013801999	0.5436437081779325
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	5p12	504	24.24	0.06872539798696832	0.891651546692901	0.03962305532013066	0.634299760534426
Harpak_2017	lower_95CI	8e-08	20000	individual_older_upper_bounds	5q33.3	481	2.0	0.0013008775728689662	0.9589534673289337	0.039745655098197274	0.031692751816427
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	10p12.1	427	5.82	0.012211917585370513	0.9468183172339768	0.04096976518065265	0.22962638544360772
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	11q23.3	523	48.36	0.13790053819896567	0.8252239567864121	0.03687550501462222	0.7890128169937004
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	12q13.2	237	2.0	0.001309237127850213	0.9632952424312351	0.03539552044091465	0.03566941221168426
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	19p12e	489	46.94	0.13397498130145	0.8293386582144606	0.03668636048408935	0.7850341495018182
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	1p31.1b	67	2.0	0.0013513654954464532	0.9710549961345936	0.027593638369959983	0.04668734893697958
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	1q22	348	2.0	0.0013039783261246112	0.9609374686665701	0.03775855300730524	0.033381818372038324
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	1q23.3	350	28.28	0.0806925632655809	0.8822525211891477	0.037054915545271405	0.6853018347441998
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	21q21.1	181	12.54	0.03321948458706979	0.9317440616106998	0.035036453802230416	0.4866900283108153
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	22q11.21	217	6.68	0.014925029062083974	0.9482932915692178	0.03678167936869825	0.2886478276230549
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	3p25.3	381	43.92	0.1255683887103193	0.8387292295441513	0.03570238174552942	0.778618396597146
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	3q12.3	371	19.96	0.05588721428480678	0.9057197392247086	0.038393046490484584	0.5927774682126621
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	3q13.2	347	2.0	0.0013040106585561321	0.9609551199480364	0.037740869393407483	0.03339773759890324
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	3q27.2	369	2.0	0.0013033398914587524	0.9605781047734488	0.03811855533509245	0.033061319958583225
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	4q32.3	364	33.46	0.09580476618599099	0.8675313601811301	0.03666387363287893	0.7232260127150771
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	5p12	504	48.48	0.13823191838469506	0.8251023287884155	0.03666575282688944	0.7903588276911211
Harpak_2017	lower_95CI	8e-08	20000	double_older_upper_bounds	5q33.3	481	2.0	0.0013008775728689662	0.9589534673289337	0.039745655098197274	0.031692751816427
Harpak_2017	lower_95CI	8e-08	20000	older_loci_unlimited_time	12q13.2	237	2.0	0.001309237127850213	0.9632952424312351	0.03539552044091465	0.03566941221168426
Harpak_2017	lower_95CI	8e-08	20000	older_loci_unlimited_time	1p31.1b	67	2.0	0.0013513654954464532	0.9710549961345936	0.027593638369959983	0.04668734893697958
Harpak_2017	lower_95CI	8e-08	20000	older_loci_unlimited_time	1q22	348	2.0	0.0013039783261246112	0.9609374686665701	0.03775855300730524	0.033381818372038324
Harpak_2017	lower_95CI	8e-08	20000	older_loci_unlimited_time	3q13.2	347	2.0	0.0013040106585561321	0.9609551199480364	0.037740869393407483	0.03339773759890324
Harpak_2017	lower_95CI	8e-08	20000	older_loci_unlimited_time	3q27.2	369	2.0	0.0013033398914587524	0.9605781047734488	0.03811855533509245	0.033061319958583225
Harpak_2017	lower_95CI	8e-08	20000	older_loci_unlimited_time	5q33.3	481	2.0	0.0013008775728689662	0.9589534673289337	0.039745655098197274	0.031692751816427
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	10p12.1	427	2.91	0.010842949610638888	0.8692855130894622	0.11987153729989886	0.08295139939660938
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	11q23.3	523	24.18	0.19911315806916005	0.6987746431068723	0.1021121988239676	0.6610106138568002
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	12q13.2	237	2.0	0.004136157337865831	0.8897490573291682	0.10611478533296592	0.03751584555802715
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	19p12e	489	23.47	0.19340877182536112	0.7046993906640168	0.10189183751062214	0.6549555460121216
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	1p31.1b	67	2.0	0.004268485334677881	0.9123382731150173	0.08339324155030492	0.048692690485990314
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	1q22	348	2.0	0.004119635552202829	0.8829613469660089	0.11291901748178823	0.03519893168119749
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	1q23.3	350	14.14	0.11454578859082999	0.7787979523655878	0.10665625904358222	0.5178333103866359
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	21q21.1	181	6.27	0.04214598810845801	0.8537737697292543	0.10408024216228762	0.288224541044534
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	22q11.21	217	3.34	0.014587266820901517	0.8768361340384654	0.10857659914063311	0.11843787710802514
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	3p25.3	381	21.96	0.1811463173653414	0.7189966295209491	0.09985705311370952	0.6446410840429619
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	3q12.3	371	9.98	0.07693212883921384	0.8109360147920575	0.11213185636872869	0.40691054276995076
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	3q13.2	347	2.0	0.004119737134697998	0.8830120314963544	0.11286823136894752	0.03521504978154757
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	3q27.2	369	2.0	0.004117629702926776	0.8819298861016889	0.1139524841953844	0.03487444508161582
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	4q32.3	364	16.73	0.1371827033897903	0.7582918457647327	0.10452545084547693	0.5675551320302713
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	5p12	504	24.24	0.19959469988116618	0.6988720375490209	0.10153326256981288	0.662823532748668
Harpak_2017	estimate	2.5e-07	20000	individual_older_upper_bounds	5q33.3	481	2.0	0.004109893422381646	0.877277000617593	0.11861310596002539	0.03348918656701948
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	10p12.1	427	5.82	0.03779400426146406	0.8430818197963766	0.1191241759421593	0.2408516604794998
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	11q23.3	523	48.36	0.37113307641354276	0.5486870767295524	0.08017984685690482	0.8223409020156568
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	12q13.2	237	2.0	0.004136157337865831	0.8897490573291682	0.10611478533296592	0.03751584555802715
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	19p12e	489	46.94	0.36214115848625733	0.5572819555207299	0.08057688599301283	0.817995026410572
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	1p31.1b	67	2.0	0.004268485334677881	0.9123382731150173	0.08339324155030492	0.048692690485990314
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	1q22	348	2.0	0.004119635552202829	0.8829613469660089	0.11291901748178823	0.03519893168119749
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	1q23.3	350	28.28	0.23130000868733488	0.6761071878851181	0.09259280342754694	0.7141251674498256
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	21q21.1	181	12.54	0.1003126422776242	0.8018433551504975	0.09784400257187831	0.5062290106587666
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	22q11.21	217	6.68	0.046030893350717174	0.8471939452211692	0.10677516142811361	0.3012373653474766
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	3p25.3	381	43.92	0.3425916161324859	0.5772391603493489	0.08016922351816524	0.810367432365748
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	3q12.3	371	19.96	0.16460555767991744	0.7339110935555376	0.1014833487645449	0.6186111246778851
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	3q13.2	347	2.0	0.004119737134697998	0.8830120314963544	0.11286823136894752	0.03521504978154757
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	3q27.2	369	2.0	0.004117629702926776	0.8819298861016889	0.1139524841953844	0.03487444508161582
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	4q32.3	364	33.46	0.2701033398138836	0.6414737932749848	0.08842286691113155	0.7533712591923559
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	5p12	504	48.48	0.37188816958386556	0.5484343927580033	0.07967743765813107	0.8235529092997742
Harpak_2017	estimate	2.5e-07	20000	double_older_upper_bounds	5q33.3	481	2.0	0.004109893422381646	0.877277000617593	0.11861310596002539	0.03348918656701948
Harpak_2017	estimate	2.5e-07	20000	older_loci_unlimited_time	12q13.2	237	2.0	0.004136157337865831	0.8897490573291682	0.10611478533296592	0.03751584555802715
Harpak_2017	estimate	2.5e-07	20000	older_loci_unlimited_time	1p31.1b	67	2.0	0.004268485334677881	0.9123382731150173	0.08339324155030492	0.048692690485990314
Harpak_2017	estimate	2.5e-07	20000	older_loci_unlimited_time	1q22	348	2.0	0.004119635552202829	0.8829613469660089	0.11291901748178823	0.03519893168119749
Harpak_2017	estimate	2.5e-07	20000	older_loci_unlimited_time	3q13.2	347	2.0	0.004119737134697998	0.8830120314963544	0.11286823136894752	0.03521504978154757
Harpak_2017	estimate	2.5e-07	20000	older_loci_unlimited_time	3q27.2	369	2.0	0.004117629702926776	0.8819298861016889	0.1139524841953844	0.03487444508161582
Harpak_2017	estimate	2.5e-07	20000	older_loci_unlimited_time	5q33.3	481	2.0	0.004109893422381646	0.877277000617593	0.11861310596002539	0.03348918656701948
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	10p12.1	427	2.91	0.021821404751227215	0.755793713055655	0.2223848821931178	0.08935644132782032
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	11q23.3	523	24.18	0.3588268705337092	0.48841005302079	0.1527630764455008	0.7013954684850193
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	12q13.2	237	2.0	0.008402249491134222	0.7917571190088095	0.19984063150005626	0.04034831563576798
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	19p12e	489	23.47	0.3496607200353807	0.4967273685332891	0.15361191143133018	0.6947739618114106
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	1p31.1b	67	2.0	0.008668790837943844	0.832467771951074	0.15886343721098217	0.05174401927856064
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	1q22	348	2.0	0.008368960053449632	0.779723186817092	0.21190785312945837	0.037992923233824076
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	1q23.3	350	14.14	0.21627226654014106	0.6066801095623762	0.17704762389748274	0.5498635380466207
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	21q21.1	181	6.27	0.0828614731568	0.7291095559337094	0.18802897090949056	0.3058855525244097
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	22q11.21	217	3.34	0.02924763313506292	0.7689935010980465	0.2017588657668905	0.12660956844974544
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	3p25.3	381	21.96	0.32973643826387045	0.5170873411602471	0.15317622057588243	0.6828076096743788
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	3q12.3	371	9.98	0.14827306590056147	0.6577839374868055	0.19394299661263303	0.43327325085696305
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	3q13.2	347	2.0	0.008369164737266462	0.7798127043270293	0.21181813093570423	0.03800929890930954
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	3q27.2	369	2.0	0.008364918346016652	0.7779025665023742	0.21373251515160918	0.03766328234543094
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	4q32.3	364	16.73	0.2558325283497502	0.5751524143299215	0.1690150573203283	0.6021748433529304
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	5p12	504	24.24	0.35959766312383573	0.48854619656475	0.1518561403114142	0.7030892344695618
Harpak_2017	upper_95CI	5e-07	20000	individual_older_upper_bounds	5q33.3	481	2.0	0.008349329721781243	0.7697162366181556	0.22193443366006316	0.036256701728192724
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	10p12.1	427	5.82	0.07450510401307864	0.7109613840494455	0.21453351193747583	0.25776868522586666
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	11q23.3	523	48.36	0.6046784385950067	0.30113399313278527	0.09418756827220803	0.8652280017246513
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	12q13.2	237	2.0	0.008402249491134222	0.7917571190088095	0.19984063150005626	0.04034831563576798
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	19p12e	489	46.94	0.5932925235746698	0.31064206138308903	0.0960654150422412	0.8606450877537126
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	1p31.1b	67	2.0	0.008668790837943844	0.832467771951074	0.15886343721098217	0.05174401927856064
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	1q22	348	2.0	0.008368960053449632	0.779723186817092	0.21190785312945837	0.037992923233824076
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	1q23.3	350	28.28	0.40932750315621336	0.4572368906350343	0.13343560620875233	0.7541549823368203
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	21q21.1	181	12.54	0.19087383150537593	0.6431151717321113	0.16601099676251274	0.5348331349129254
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	22q11.21	217	6.68	0.09028802096473404	0.7179162002609758	0.1917957787742901	0.3200751728680127
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	3p25.3	381	43.92	0.5679803770233665	0.33328960564475113	0.09873001733188241	0.8519146871448426
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	3q12.3	371	19.96	0.302384437376917	0.5387621649548202	0.15885339766826279	0.6555933065363067
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	3q13.2	347	2.0	0.008369164737266462	0.7798127043270293	0.21181813093570423	0.03800929890930954
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	3q27.2	369	2.0	0.008364918346016652	0.7779025665023742	0.21373251515160918	0.03766328234543094
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	4q32.3	364	33.46	0.4674556885761443	0.41159303075167963	0.12095128067217609	0.7944428142537312
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	5p12	504	48.48	0.6056272097125021	0.3008566890355114	0.09351610125198656	0.8662418708934246
Harpak_2017	upper_95CI	5e-07	20000	double_older_upper_bounds	5q33.3	481	2.0	0.008349329721781243	0.7697162366181556	0.22193443366006316	0.036256701728192724
Harpak_2017	upper_95CI	5e-07	20000	older_loci_unlimited_time	12q13.2	237	2.0	0.008402249491134222	0.7917571190088095	0.19984063150005626	0.04034831563576798
Harpak_2017	upper_95CI	5e-07	20000	older_loci_unlimited_time	1p31.1b	67	2.0	0.008668790837943844	0.832467771951074	0.15886343721098217	0.05174401927856064
Harpak_2017	upper_95CI	5e-07	20000	older_loci_unlimited_time	1q22	348	2.0	0.008368960053449632	0.779723186817092	0.21190785312945837	0.037992923233824076
Harpak_2017	upper_95CI	5e-07	20000	older_loci_unlimited_time	3q13.2	347	2.0	0.008369164737266462	0.7798127043270293	0.21181813093570423	0.03800929890930954
Harpak_2017	upper_95CI	5e-07	20000	older_loci_unlimited_time	3q27.2	369	2.0	0.008364918346016652	0.7779025665023742	0.21373251515160918	0.03766328234543094
Harpak_2017	upper_95CI	5e-07	20000	older_loci_unlimited_time	5q33.3	481	2.0	0.008349329721781243	0.7697162366181556	0.22193443366006316	0.036256701728192724
