candidate_index	alias_id	locus	direct_type	endpoint	candidate_kind	source	inference_role	biological_label	physical_adjustment	technical_excluded	n_complete	tested_unique	tested_min	tested_max	minor_state_n	eligibility_status	not_estimable_reason	technical_unresolved_as_negative	truth_family_id	representative	truth_aliases
467	19q13.42::gag_nc_cchc_panel::accepted	19q13.42	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
468	1p31.1a::gag_nc_cchc_panel::accepted	1p31.1a	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	2.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
469	1p31.1b::gag_nc_cchc_panel::accepted	1p31.1b	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	13.0	eligible	NA	False	MAGE_TF_0014	False	1p31.1b::gag_capsid_interface_panel::accepted;1p31.1b::gag_nc_cchc_panel::accepted;1p31.1b::internal_fragment_presence::copy_resolved;1p31.1b::maximum_haplotype_copy_number::copy_resolved
470	1p34.3::gag_nc_cchc_panel::accepted	1p34.3	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
471	1p36.21b::gag_nc_cchc_panel::accepted	1p36.21b	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	38	1	1	0.0	0.0	1.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
472	1p36.21c::gag_nc_cchc_panel::accepted	1p36.21c	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	9	30	1	0.0	0.0	30.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
473	1q22::gag_nc_cchc_panel::accepted	1q22	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
474	1q23.3::gag_nc_cchc_panel::accepted	1q23.3	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	34	5	1	1.0	1.0	5.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
475	1q24.1::gag_nc_cchc_panel::accepted	1q24.1	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
476	1q32.2::gag_nc_cchc_panel::accepted	1q32.2	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
477	21q21.1::gag_nc_cchc_panel::accepted	21q21.1	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
478	22q11.21::gag_nc_cchc_panel::accepted	22q11.21	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
479	3p12.3::gag_nc_cchc_panel::accepted	3p12.3	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
480	3p25.3::gag_nc_cchc_panel::accepted	3p25.3	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
481	3q12.3::gag_nc_cchc_panel::accepted	3q12.3	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
482	3q13.2::gag_nc_cchc_panel::accepted	3q13.2	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
483	3q21.2::gag_nc_cchc_panel::accepted	3q21.2	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
484	3q27.2::gag_nc_cchc_panel::accepted	3q27.2	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
485	4p16.1a::gag_nc_cchc_panel::accepted	4p16.1a	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
486	4p16.1b::gag_nc_cchc_panel::accepted	4p16.1b	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
487	4p16.3a::gag_nc_cchc_panel::accepted	4p16.3a	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	19	20	1	0.0	0.0	20.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
488	4p16.3c::gag_nc_cchc_panel::accepted	4p16.3c	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	2	0.0	1.0	2.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
489	4q13.2::gag_nc_cchc_panel::accepted	4q13.2	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	29	10	1	0.0	0.0	10.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
490	4q32.3::gag_nc_cchc_panel::accepted	4q32.3	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
491	4q35.2_hg38::gag_nc_cchc_panel::accepted	4q35.2_hg38	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	14	25	1	0.0	0.0	25.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
492	5p12::gag_nc_cchc_panel::accepted	5p12	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
493	5p13.3::gag_nc_cchc_panel::accepted	5p13.3	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	2	0.0	1.0	7.0	eligible	NA	False	MAGE_TF_0020	True	5p13.3::gag_nc_cchc_panel::accepted
494	5q33.2::gag_nc_cchc_panel::accepted	5q33.2	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
495	5q33.3::gag_nc_cchc_panel::accepted	5q33.3	TypeI	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
496	6p21.1::gag_nc_cchc_panel::accepted	6p21.1	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
497	6p22.1::gag_nc_cchc_panel::accepted	6p22.1	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
498	6q14.1::gag_nc_cchc_panel::accepted	6q14.1	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	1.0	not_estimable	binary_state_has_fewer_than_three_people	False	NA	False	NA
499	7p22.1::gag_nc_cchc_panel::accepted	7p22.1	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	1	1.0	1.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
500	7q11.21::gag_nc_cchc_panel::accepted	7q11.21	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	39	0	0	NA	NA	NA	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
501	8p22::gag_nc_cchc_panel::accepted	8p22	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	internal_present_constant_or_not_needed	0	39	1	0.0	0.0	39.0	not_estimable	too_few_complete_people_or_nonvariable_tested_state	False	NA	False	NA
502	8p23.1a_hg38::gag_nc_cchc_panel::accepted	8p23.1a_hg38	TypeII	gag_nc_cchc_panel	accepted_sequence_state	accepted_gag_pro_all_present_elements	sequence_inferential	accepted positive-carrier sequence state versus other observable state; technical unresolved excluded	inseparable_alias_of_internal_present	0	39	2	0.0	1.0	7.0	eligible	NA	False	MAGE_TF_0008	False	8p23.1a_hg38::env_furin_site_sequence::accepted;8p23.1a_hg38::env_fusion_peptide_proxy::accepted;8p23.1a_hg38::env_signal_peptide_proxy::accepted;8p23.1a_hg38::gag_capsid_interface_panel::accepted;8p23.1a_hg38::gag_late_domain_panel::accepted;8p23.1a_hg38::gag_maturation_cleavage_panel::accepted;8p23.1a_hg38::gag_nc_cchc_panel::accepted;8p23.1a_hg38::integrase_core_sequence_compatibility::accepted;8p23.1a_hg38::integrase_full_native_sequence_compatibility::accepted;8p23.1a_hg38::integrase_native_tail_stop_compatibility::accepted;8p23.1a_hg38::leader_packaging_proxy_state::accepted;8p23.1a_hg38::pro_core_motif_panel::accepted;8p23.1a_hg38::reverse_transcription_primer_proxy_state::accepted;8p23.1a_hg38::rnase_h_sequence_compatibility::accepted;8p23.1a_hg38::rt_sequence_compatibility::accepted
