region	split	tip_count	bootstrap_replicates	bootstrap_count	bootstrap_percent
pol	15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;6q11.1__hap1__n160;6q11.1__hap2__n105;8q11.21__hap1__n126;8q11.21__hap2__n100;8q24.3c__hap1__n138;8q24.3c__hap2__n113;9q34.11__hap1__n422;9q34.11__hap2__n5;Yp11.2__hap1__n19;Yp11.2__hap2__n17	20	1000	638	63.8
pol	8q24.3c__hap1__n138;8q24.3c__hap2__n113;Yp11.2__hap1__n19;Yp11.2__hap2__n17	4	1000	345	34.5
pol	Yp11.2__hap1__n19;Yp11.2__hap2__n17	2	1000	1000	100.0
pol	8q24.3c__hap1__n138;8q24.3c__hap2__n113	2	1000	1000	100.0
pol	15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;6q11.1__hap1__n160;6q11.1__hap2__n105;8q11.21__hap1__n126;8q11.21__hap2__n100;9q34.11__hap1__n422;9q34.11__hap2__n5	16	1000	420	42.0
pol	6q11.1__hap1__n160;6q11.1__hap2__n105;9q34.11__hap1__n422;9q34.11__hap2__n5	4	1000	329	32.9
pol	9q34.11__hap1__n422;9q34.11__hap2__n5	2	1000	1000	100.0
pol	6q11.1__hap1__n160;6q11.1__hap2__n105	2	1000	1000	100.0
pol	15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16;8q11.21__hap1__n126;8q11.21__hap2__n100	12	1000	702	70.2
pol	8q11.21__hap1__n126;8q11.21__hap2__n100	2	1000	1000	100.0
pol	15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4q35.2_hg38__hap1__n83;4q35.2_hg38__hap2__n16	10	1000	1000	100.0
pol	15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;4p16.3a__hap1__n21;4p16.3a__hap2__n13;4q35.2_hg38__hap2__n16	9	1000	764	76.4
pol	4p16.3a__hap1__n21;4p16.3a__hap2__n13	2	1000	990	99.0
pol	15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6;4q35.2_hg38__hap2__n16	7	1000	542	54.2
pol	15p13a__hap1__n12;15p13a__hap2__n5;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14;22p13__hap2__n6	6	1000	610	61.0
pol	15p13a__hap2__n5;22p13__hap2__n6	2	1000	641	64.1
pol	15p13a__hap1__n12;21p13__hap1__n28;21p13__hap2__n13;22p13__hap1__n14	4	1000	792	79.2
pol	15p13a__hap1__n12;21p13__hap1__n28;22p13__hap1__n14	3	1000	375	37.5
pol	15p13a__hap1__n12;21p13__hap1__n28	2	1000	874	87.4
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;3p12.3__hap1__n129;3p12.3__hap2__n56;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3c__hap1__n78;4p16.3c__hap2__n59;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39	18	1000	920	92.0
pol	3p12.3__hap1__n129;3p12.3__hap2__n56	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;4p16.1a__hap1__n174;4p16.1a__hap2__n60;4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3c__hap1__n78;4p16.3c__hap2__n59;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39	16	1000	1000	100.0
pol	4p16.1b__hap1__n96;4p16.1b__hap2__n72;4p16.3c__hap1__n78;4p16.3c__hap2__n59	4	1000	1000	100.0
pol	4p16.3c__hap1__n78;4p16.3c__hap2__n59	2	1000	1000	100.0
pol	4p16.1b__hap1__n96;4p16.1b__hap2__n72	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;4p16.1a__hap1__n174;4p16.1a__hap2__n60;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39	12	1000	968	96.8
pol	4p16.1a__hap1__n174;4p16.1a__hap2__n60	2	1000	1000	100.0
pol	11p15.4__hap1__n207;11p15.4__hap2__n77;8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39	10	1000	356	35.6
pol	8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1c__hap1__n105;8p23.1c__hap2__n12;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39	8	1000	1000	100.0
pol	8p23.1c__hap1__n105;8p23.1c__hap2__n12	2	1000	998	99.8
pol	8p23.1b__hap1__n41;8p23.1b__hap2__n35;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87;8p23.1e__hap2__n39	6	1000	999	99.9
pol	8p23.1b__hap2__n35;8p23.1d__hap1__n58;8p23.1d__hap2__n31;8p23.1e__hap1__n87	4	1000	379	37.9
pol	8p23.1d__hap1__n58;8p23.1e__hap1__n87	2	1000	994	99.4
pol	8p23.1b__hap2__n35;8p23.1d__hap2__n31	2	1000	958	95.8
pol	8p23.1b__hap1__n41;8p23.1e__hap2__n39	2	1000	641	64.1
pol	11p15.4__hap1__n207;11p15.4__hap2__n77	2	1000	1000	100.0
pol	10p14__hap1__n232;10p14__hap2__n40	2	1000	1000	100.0
pol	11q22.1__hap1__n82;11q22.1__hap2__n68;6q14.1__hap1__n128;6q14.1__hap2__n49;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3	6	1000	286	28.6
pol	6q14.1__hap1__n128;6q14.1__hap2__n49;8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3	4	1000	582	58.2
pol	8p23.1a_hg38__hap1__n24;8p23.1a_hg38__hap2__n3	2	1000	1000	100.0
pol	6q14.1__hap1__n128;6q14.1__hap2__n49	2	1000	968	96.8
pol	11q22.1__hap1__n82;11q22.1__hap2__n68	2	1000	1000	100.0
pol	19p12b__hap1__n30;19p12b__hap2__n10;7p22.1__hap1__n149;7p22.1__hap2__n32	4	1000	245	24.5
pol	7p22.1__hap1__n149;7p22.1__hap2__n32	2	1000	1000	100.0
pol	19p12b__hap1__n30;19p12b__hap2__n10	2	1000	1000	100.0
